rank,word,definition,level
296,later,"较晚地,以后，过后,后来,随后,后来的,以后的,接近末期的,晚年的",1
297,community,"社区,社会团体,共同体,[生态] 群落",1
299,name,"名字,名声,有…名称的,著名的人物,确定,决定,给…取名,说出…的名字,著名的,据以取名",1
300,five,"五，五个,与某人击掌问候（或庆祝胜利）,第五,5美元钞票,[板]得五分,五的,五个的",1
301,once,"一次，一趟,一倍,曾经,一旦,一旦…就…,一经,一次，一回",1
302,white,"白色的，纯洁的,无色的，透明的,白衣的,白种人的,白色,白种人,空白,白色颜料,（书写，印刷等）留出空白处,使变白色，刷白,漂白",1
303,least,"最小的,最少的（ little的最高级）,最不重要的，地位最低的,最少，最小,最小,最少量",1
304,president,"校长,总统,总裁,董事长",1
305,learn,"学习，学会,习得,得知,记住,学习,认识到,获知",1
306,real,"真的,真实的，现实的,事实上的,真诚的,真正，实在,确实地,实在，现实,实数",1
307,change,"改变，变更,交换，替换,兑换,换衣服（床单）,改变，转变,交换，互换,换衣，更衣,变化，改变,交换，交替,零钱，找头,代替物",1
308,team,"队，组,团队,工作组,（野鸭等）群，同胎仔,协同工作,合作,把（牛马等）联套在车上",1
309,minute,"分，分钟,瞬间，片刻,备忘录,会议记录,把…记录在案,为…测定时间",1
310,best,"最好的( good和well的最高级),最愉快的,最幸福的,最合适的,最好地,最出色地,最高标准地,佼佼者,（个人的）最高水平,最重要的优越性,最好的东西，最合乎要求的事物,[口]打败，胜过",1
311,several,"几个的,专有的,各自的,分别的,几个，数个,一些",1
312,idea,"主意，想法,[哲]理念，观念,[乐]乐句,模糊想法",1
313,kid,"<口>小孩,小山羊，小山羊皮制品,欺骗，戏弄，取笑,较年幼的,小山羊皮制的",1
314,body,"身体,尸体,团体,物体,赋予形体",1
315,information,"信息，数据,通知,消息,知识",1
316,nothing,"没有东西,没有事情,无关紧要的东西,毫无趣味的事,无关紧要的人[事],零,无,毫不,决不",1
317,ago,"以前,过去的,之前",1
319,lead,"领导,引导,指挥,导致,用水砣测深,铅,榜样,枪弹,领头的,最重要的,领先的",1
320,social,"社会的，社会上的,交际的，社交的,群居的,合群的,联谊会，联欢会,社交聚会",1
321,understand,"懂，理解,了解,默认,听说,领会",1
322,whether,"其中的哪一个,可能的选择",1
324,watch,"注视，注意,看守，监视,守候（机会等）,密切注意,表,值夜，值班,值班人员,观看,注视,守候,看守",1
325,together,"同时,在一起,一致地,不间断地,稳定可靠的,做事有效率的",1
326,follow,"跟随，接着,继承,（按时间、顺序等）接着,从事,采用,理解,发生兴趣,由此产生,跟着人（或物）去（或来）,追随，跟随,[台球]推球，跟球打法（使竿击的球在击中目的球后继续滚动的打法）",1
328,parent,"父亲（或母亲）,先辈,根源，起源,保护者",1
330,stop,"停止,中断,逗留,（使）停止工作,塞住,堵塞,阻挠,止付,（管风琴的）音栓,停车站,（管风琴的）音管",1
331,face,"面容,表面,脸,方面,面对,面向…,正视,承认,（感到不能）对付,（明知不好办而）交谈,必须对付（某情况）,面临…",1
332,anything,"任何东西,（用于否定句、疑问句中以及 if 或 whether 和 prevent、ban、avoid 等动词后，代替 something）任何东西,重要东西,重要事物",1
333,create,"创造，创作,产生,封爵，把…封为（贵族）,[英][俚]大发脾气，大发牢骚",1
334,public,"公众的，公共的,公开的,政府的,人人知道的，知名的,大众,社会,公共场所,（文学家等的）爱读者",1
335,already,"早已，已经,先前",1
336,speak,"讲，谈,演说,从某种观点来说",1
337,others,"[]  [],别的( other的名词复数 ),其他的,（两个中的）另一个,其余的",1
338,read,"阅读，朗读,显示,研究,看得懂,阅读,读懂，理解,读物,读书,里德（人名）,被朗读的,博识的,博览的,有学问的",1
339,level,"水平，水准,水平线，水平面,水平仪,[物]电平,水平的,同高度的,平均的,平稳的,使同等,对准,弄平,拉平,（用枪等）瞄准（与 at 连用）,变得平坦,将（话、批评等）对准目标,瞄准",1
340,allow,"允许,承认,给予,准许（做某事）,容许,考虑",1
341,add,"增加,补充,附带说明,把…包括在内,做加法,累积而成,扩大,加法，加法运算,（一篇报道的）补充部分",1
342,office,"办公室,办公楼,问询处,重要官职",1
343,spend,"用钱，花钱,花费,消耗,花（时间）,度过,（为某目的或某段时间内的）花销，花费，开销",1
344,door,"门，户,出入口,一家[户],通道",1
345,health,"健康状况,卫生,保健,昌盛，兴旺",1
346,person,"人,（语法）人称,身体,容貌",1
347,art,"艺术,艺术作品,（需要技术、工艺的）行业,文艺（包括绘画、雕塑、建筑、音乐、舞蹈、戏剧、文学等）,thou art 即 you are,对一人讲话时用,艺术的,（为）艺术家的,艺术品的,具有艺术性的,[口语]（把…）装饰得古色古香，（把…）装饰得古怪而有艺术趣味，把…装饰得有艺术价值,把…加以艺术乔装，使艺术化[仅用于 art up 短语中]",1
348,sure,"确信的，确实的,有把握的,无疑的,一定的,当然,确实地,无疑地",1
350,war,"战争,战争期间,斗争,论战,进行战斗，作战,同…处于交战状态",1
351,history,"历史，历史学,发展史,履历，经历,（某地的）沿革",1
352,party,"社交聚会,党，党派,当事人,同类，伙伴,为…举行社交聚会,为…请客,参加社交聚会,政党的，党派的,社交的，聚会的,共有的，共同的",1
353,within,"在内，在里面,在屋内,在心中，心里是,不超过，在…的范围内,在…能达到的地方,在…内，在…里面,内部，里面",1
354,grow,"种植,扩大,扩展,增加,生长,渐渐变得,逐渐开始,（使）留长，蓄长",1
355,result,"结果,（尤指足球比赛的）胜利,[体]比分,成功实现的事,发生，产生,归结为，导致,后果，终结,由…而造成[产生]",1
356,open,"敞开的，开着的,公开的，公共的,坦率的,有议论余地的,（打）开,开始,睁开,启动,户外，野外,空旷,公开,使打开,展示，显现,张开,开放,开张营业,为（建筑物）揭幕",1
358,morning,"早晨,上午,黎明,早期，初期",1
359,walk,"走,步行,散步,步态,人行道,步行的路径,行走,陪伴…走,徒步旅行,不翼而飞,牵着（动物）走，遛，赶着…走",1
360,reason,"理由,原因,理性,理智,推理，思考,争辩,辩论,向…解释",1
361,low,"低的，矮小的,楼下的，低洼的,沮丧的,下贱的,低声地,谦卑地,底下地,低点,低水平,牛的叫声,（牛）哞哞叫",1
362,win,"（在…中）获胜，赢,战胜（对手）,（通过努力等）赢得,说服,达到（目的、要求等）,获得…,（体育比赛中）胜利，赢,[常用复数]赢得物,收益,顺利到达，成功",1
363,research,"研究，追究,探讨，探测,调查,探索,做研究,探究,（从市场调研中）得出所预测的结果,从事…的研究，为…而做研究",1
364,girl,"女孩,姑娘，未婚女子,女职员，女演员,（男人的）女朋友",1
365,guy,"家伙，伙计,（架设天线、支撑帐篷等用的）牵索,[复数]各位,一群男人（或女人）,（用牵索等）牵拉,（用拉索等）固定,开…的玩笑,取笑,[俚语]逃亡，逃走,乱演某角色",1
366,early,"早的,早期的,早日的,（果实等）早熟的,早,在初期,先前,提早",1
367,food,"食物，食品,粮食,养料,资料",1
369,moment,"瞬间，片刻,时刻,重要，紧要,[物]力矩",1
370,himself,"（反身代词）他自己,（用以加强语气）他亲自，他本人",1
371,air,"天空,气氛,空运,（简单易记的）曲调,晾晒,烘干,播送,广播,使房间通风， 透气",1
372,teacher,"教师，教员，老师，先生,[航]教练机",1
373,force,"力,武力,（社会）势力,魄力,强迫,强行,促使，推动,强奸",1
374,offer,"提供，给予,提出，提议,出价，开价,表示愿意,提议,企图，想要,供奉,试图,求婚",1
375,enough,"足够地，充足地,十分地,充足的,足够的,充分，足够,满足,够了",1
377,education,"教育,教育学,培养,训练",1
378,across,"穿过,横穿，横过,与…交叉,在…对面,横过，越过,在对面,交叉,斜对面",1
379,although,"尽管,虽然,但是,然而",1
380,remember,"记得,牢记,记着,纪念,回想起,送钱[礼物]给…",1
381,foot,"脚,底部,英尺(=12 英寸或 30。48 厘米),脚步,走，踏,结算，总计，共计",1
382,second,"秒,瞬间,次货,第二份食物,第二的,次要的,居第二位的,另外的,第二,其次,以第二位,支持,临时调派,附议,赞成提案",1
383,boy,"男孩，少年,儿子,小伙子，家伙,服务员",1
384,maybe,"也许,可能,大概,不确定性",1
385,toward,"对于,向,为了,接近,即将来到的,进行中的",1
386,able,"能够的,有能力的,有才干的,干练的",1
387,age,"年龄,时代,老年,年龄段,（使）长大,使显老,使变老,使苍老,[化学]老化,陈化，熟化,（吸毒者随年龄增长而主动）戒毒，戒除毒品,[化学]使老化,使陈化,使熟化,估计，推测（马的年龄）",1
389,policy,"政策,策略,保险单,策略性",1
390,everything,"每件事物,最重要的东西,（有关的）一切,万事",1
391,love,"爱，热爱,爱戴,喜欢,赞美，称赞,喜爱,喜好,爱慕,爱情，爱意,疼爱,热爱,爱人，所爱之物",1
392,process,"过程,工序,做事方法,工艺流程,加工,处理,审阅,审核,列队行进,经过特殊加工（或处理）的",1
393,music,"音乐,乐曲,乐谱,乐队",1
394,including,"包括,包含,包括( include的现在分词),列入,包住",1
395,consider,"考虑,把（某人，某事）看作…，认为（某人，某事）如何,考虑，细想,认为,看重,以为,仔细考虑,深思",1
396,appear,"出现，显现,出庭，出场,演出,发表",1
397,actually,"实际上,事实上,确实,竟",1
398,buy,"购买，购得,交易，买卖,便宜货,够支付,买通,收买,贿赂",1
399,probably,"大概,或许,很可能,备不住",1
400,human,"人，人类,人的,有人性的,显示人类特有弱点的,人本性的",1
401,wait,"等候,等待,（尤指长期地）希望,盼望,准备妥,在手边,可得到,可使用,推迟，搁置，延缓",1
402,serve,"（为…）服务,任（职）,提供,端上,招待,（为…）工作,对…有用,向…供应,适合,服役,供职,[网球、羽毛球]发球,网球等发球,发球权,所发的球",1
403,market,"交易,市集,需求,交易情况，行情,在市场上出售某物,推销,<美>去市场买东西",1
404,die,"死亡，熄灭,凋零，枯萎,渴望，盼望,钢型，硬模,骰子",1
405,send,"送,使作出（某种反应）,派遣,使进入（某状态）,用无线电波发送，发出信息,派遣，发出，派人,[仅用作定语]用于发送的",1
406,expect,"期望,预料,要求,认为（某事）会发生,预期,期待,怀胎,怀孕",1
408,sense,"感觉，官能,意识，观念,理性,识别力,感到,理解，领会,检测出",1
409,build,"建造，构筑,建立,开发,为…建立基础,建造，营造,扩大，扩展,发展，达到,体格，构造,〈俚〉优美的体型，肉体美",1
410,stay,"停留,停止,坚持,抑制,继续处于某种状态,逗留,延期,倚靠,忍耐",1
411,fall,"落下,跌倒,减少,沦陷,瀑布,秋天",1
412,oh,"（表示恐惧、惊讶、疑虑等）噢,啊,哎呀,冠于人名前，起呼语作用",1
413,nation,"国家,民族,国民,政府",1
414,plan,"计划,打算,平面图,示意图,计划，打算，设计",1
415,cut,"将（某物）切开（或分割）,削减,剪切,切成,删剪,电影,（为决定谁先出牌等）切牌,可被切割,可用于切割,切口,剪裁,切片",1
416,college,"大学,（英国）学院,学会,（尤指必须交费的）中学",1
417,interest,"兴趣，爱好,利害关系，利益,利息,趣味，感兴趣的事,使产生兴趣,使参与，使加入,引起…的意愿,使产生关系",1
418,death,"死亡,（某种）死法，死亡方式,病危,死神",1
419,course,"课程,航线,行动方向,一道菜,快速地流动,奔流,跑过,追逐,沿…（方向）前进,指引航线,快跑,迅速移动",1
